r1	NC_009925.0
r38847	NC_010125.1
r38848	NC_010125.2
r38849	NC_010125.3
r38850	NC_010125.4
r38851	NC_010124.0
r38852	NC_010124.1
r38853	NC_010124.2
r38854	NC_010124.3
r38855	NC_010124.4
r38856	NC_010524.0
r38857	NC_010524.1
r38858	NC_010524.2
r38859	NC_010524.3
r38860	NC_010524.4
r38861	NC_010168.0
r38862	NC_010168.1
r38863	NC_010168.2
r38864	NC_010168.3
r38865	NC_010168.4
r38866	NC_010170.0
r38867	NC_010170.1
r38868	NC_010170.2
r38869	NC_010170.3
r38870	NC_010170.4
r38871	NC_010161.0
r38872	NC_010161.1
r38873	NC_010161.2
r38874	NC_010161.3
r38875	NC_010161.4
r38876	NC_010184.0
r38877	NC_010184.1
r38878	NC_010184.2
r38879	NC_010184.3
r38880	NC_010184.4
r38881	NC_010180.0
r38882	NC_010180.1
r38883	NC_010180.2
r38884	NC_010180.3
r38885	NC_010180.4
r38886	NC_010181.0
r38887	NC_010181.1
r38888	NC_010181.2
r38889	NC_010181.3
r38890	NC_010181.4
r38891	NC_010182.0
r38892	NC_010182.1
r38893	NC_010182.2
r38894	NC_010182.3
r38895	NC_010182.4
r38896	NC_010183.0
r38897	NC_010183.1
r38898	NC_010183.2
r38899	NC_010183.3
r38900	NC_010183.4
r38901	NC_010556.0
r38902	NC_010556.1
r38903	NC_010556.2
r38904	NC_010556.3
r38905	NC_010556.4
r38906	NC_010551.0
r38907	NC_010551.1
r38908	NC_010551.2
r38909	NC_010551.3
r38910	NC_010551.4
r38911	NC_010552.0
r38912	NC_010552.1
r38913	NC_010552.2
r38914	NC_010552.3
r38915	NC_010552.4
r38916	NC_010557.0
r38917	NC_010557.1
r38918	NC_010557.2
r38919	NC_010557.3
r38920	NC_010557.4
r38921	NC_010553.0
r38922	NC_010553.1
r38923	NC_010553.2
r38924	NC_010553.3
r38925	NC_010553.4
r38926	NC_010321.0
r38927	NC_010321.1
r38928	NC_010321.2
r38929	NC_010321.3
r38930	NC_010321.4
r38931	NC_010572.0
r38932	NC_010572.1
r38933	NC_010572.2
r38934	NC_010572.3
r38935	NC_010572.4
r38936	NC_010612.0
r38937	NC_010612.1
r38938	NC_010612.2
r38939	NC_010612.3
r38940	NC_010612.4
r38941	NC_010337.0
r38942	NC_010337.1
r38943	NC_010337.2
r38944	NC_010337.3
r38945	NC_010337.4
r38946	NC_010336.0
r38947	NC_010336.1
r38948	NC_010336.2
r38949	NC_010336.3
r38950	NC_010336.4
r38951	NC_010610.0
r38952	NC_010610.1
r38953	NC_010610.2
r38954	NC_010610.3
r38955	NC_010610.4
r38956	NC_010397.0
r38957	NC_010397.1
r38958	NC_010397.2
r38959	NC_010397.3
r38960	NC_010397.4
r38961	NC_010424.0
r38962	NC_010424.1
r38963	NC_010424.2
r38964	NC_010424.3
r38965	NC_010424.4
r38966	NC_010529.0
r38967	NC_010529.1
r38968	NC_010529.2
r38969	NC_010529.3
r38970	NC_010529.4
r38971	NC_010528.0
r38972	NC_010528.1
r38973	NC_010528.2
r38974	NC_010528.3
r38975	NC_010528.4
r38976	NC_010530.0
r38977	NC_010530.1
r38978	NC_010530.2
r38979	NC_010530.3
r38980	NC_010530.4
r38981	NC_010482.0
r38982	NC_010482.1
r38983	NC_010482.2
r38984	NC_010482.3
r38985	NC_010482.4
r38986	NC_010509.0
r38987	NC_010509.1
r38988	NC_010509.2
r38989	NC_010509.3
r38990	NC_010509.4
r38991	NC_010510.0
r38992	NC_010510.1
r38993	NC_010510.2
r38994	NC_010510.3
r38995	NC_010510.4
r38996	NC_010505.0
r38997	NC_010505.1
r38998	NC_010505.2
r38999	NC_010505.3
r39000	NC_010505.4
r39001	NC_010506.0
r39002	NC_010506.1
r39003	NC_010506.2
r39004	NC_010506.3
r39005	NC_010506.4
r39006	NC_010814.0
r39007	NC_010814.1
r39008	NC_010814.2
r39009	NC_010814.3
r39010	NC_010814.4
r39011	NC_010815.0
r39012	NC_010815.1
r39013	NC_010815.2
r39014	NC_010815.3
r39015	NC_010815.4
r39016	NC_010503.0
r39017	NC_010503.1
r39018	NC_010503.2
r39019	NC_010503.3
r39020	NC_010503.4
r39021	NC_010571.0
r39022	NC_010571.1
r39023	NC_010571.2
r39024	NC_010571.3
r39025	NC_010571.4
r39026	NC_010628.0
r39027	NC_010628.1
r39028	NC_010628.2
r39029	NC_010628.3
r39030	NC_010628.4
r39031	NC_010631.0
r39032	NC_010631.1
r39033	NC_010631.2
r39034	NC_010631.3
r39035	NC_010631.4
r39036	NC_010632.0
r39037	NC_010632.1
r39038	NC_010632.2
r39039	NC_010632.3
r39040	NC_010632.4
r39041	NC_010630.0
r39042	NC_010630.1
r39043	NC_010630.2
r39044	NC_010630.3
r39045	NC_010630.4
r39046	NC_010525.0
r39047	NC_010525.1
r39048	NC_010525.2
r39049	NC_010525.3
r39050	NC_010525.4
r39051	NC_010531.0
r39052	NC_010531.1
r39053	NC_010531.2
r39054	NC_010531.3
r39055	NC_010531.4
r39056	NC_010730.0
r39057	NC_010730.1
r39058	NC_010730.2
r39059	NC_010730.3
r39060	NC_010730.4
r39061	NC_010545.0
r39062	NC_010545.1
r39063	NC_010545.2
r39064	NC_010545.3
r39065	NC_010545.4
r39066	NC_010581.0
r39067	NC_010581.1
r39068	NC_010581.2
r39069	NC_010581.3
r39070	NC_010581.4
r39071	NC_010580.0
r39072	NC_010580.1
r39073	NC_010580.2
r39074	NC_010580.3
r39075	NC_010580.4
r39076	NC_010694.0
r39077	NC_010694.1
r39078	NC_010694.2
r39079	NC_010694.3
r39080	NC_010694.4
r39081	NC_010697.0
r39082	NC_010697.1
r39083	NC_010697.2
r39084	NC_010697.3
r39085	NC_010697.4
r39086	NC_010995.0
r39087	NC_010995.1
r39088	NC_010995.2
r39089	NC_010995.3
r39090	NC_010995.4
r39091	NC_011025.0
r39092	NC_011025.1
r39093	NC_011025.2
r39094	NC_011025.3
r39095	NC_011025.4
r39096	NC_011027.0
r39097	NC_011027.1
r39098	NC_011027.2
r39099	NC_011027.3
r39100	NC_011027.4
r39101	NC_010794.0
r39102	NC_010794.1
r39103	NC_010794.2
r39104	NC_010794.3
r39105	NC_010794.4
r39106	NC_010622.0
r39107	NC_010622.1
r39108	NC_010622.2
r39109	NC_010622.3
r39110	NC_010622.4
r39111	NC_010623.0
r39112	NC_010623.1
r39113	NC_010623.2
r39114	NC_010623.3
r39115	NC_010623.4
r39116	NC_010625.0
r39117	NC_010625.1
r39118	NC_010625.2
r39119	NC_010625.3
r39120	NC_010625.4
r39121	NC_010627.0
r39122	NC_010627.1
r39123	NC_010627.2
r39124	NC_010627.3
r39125	NC_010627.4
r39126	NC_011047.0
r39127	NC_011047.1
r39128	NC_011047.2
r39129	NC_011047.3
r39130	NC_011047.4
r39131	NC_008710.0
r39132	NC_008710.1
r39133	NC_008710.2
r39134	NC_008710.3
r39135	NC_008710.4
r39136	NC_010617.0
r39137	NC_010617.1
r39138	NC_010617.2
r39139	NC_010617.3
r39140	NC_010617.4
r39141	NC_010644.0
r39142	NC_010644.1
r39143	NC_010644.2
r39144	NC_010644.3
r39145	NC_010644.4
r39146	NC_011126.0
r39147	NC_011126.1
r39148	NC_011126.2
r39149	NC_011126.3
r39150	NC_011126.4
r39151	NC_011146.0
r39152	NC_011146.1
r39153	NC_011146.2
r39154	NC_011146.3
r39155	NC_011146.4
r39156	NC_010555.0
r39157	NC_010555.1
r39158	NC_010555.2
r39159	NC_010555.3
r39160	NC_010555.4
r39161	NC_010554.0
r39162	NC_010554.1
r39163	NC_010554.2
r39164	NC_010554.3
r39165	NC_010554.4
r39166	NC_010682.0
r39167	NC_010682.1
r39168	NC_010682.2
r39169	NC_010682.3
r39170	NC_010682.4
r39171	NC_010678.0
r39172	NC_010678.1
r39173	NC_010678.2
r39174	NC_010678.3
r39175	NC_010678.4
r39176	NC_010683.0
r39177	NC_010683.1
r39178	NC_010683.2
r39179	NC_010683.3
r39180	NC_010683.4
r39181	NC_011244.0
r39182	NC_011244.1
r39183	NC_011244.2
r39184	NC_011244.3
r39185	NC_011244.4
r39186	NC_011246.0
r39187	NC_011246.1
r39188	NC_011246.2
r39189	NC_011246.3
r39190	NC_011246.4
r39191	NC_011229.0
r39192	NC_011229.1
r39193	NC_011229.2
r39194	NC_011229.3
r39195	NC_011229.4
r39196	NC_011247.0
r39197	NC_011247.1
r39198	NC_011247.2
r39199	NC_011247.3
r39200	NC_011247.4
r39201	NC_011026.0
r39202	NC_011026.1
r39203	NC_011026.2
r39204	NC_011026.3
r39205	NC_011026.4
r39206	NC_011297.0
r39207	NC_011297.1
r39208	NC_011297.2
r39209	NC_011297.3
r39210	NC_011297.4
r39211	NC_010830.0
r39212	NC_010830.1
r39213	NC_010830.2
r39214	NC_010830.3
r39215	NC_010830.4
r39216	NC_011059.0
r39217	NC_011059.1
r39218	NC_011059.2
r39219	NC_011059.3
r39220	NC_011059.4
r39221	NC_011061.0
r39222	NC_011061.1
r39223	NC_011061.2
r39224	NC_011061.3
r39225	NC_011061.4
r39226	NC_011060.0
r39227	NC_011060.1
r39228	NC_011060.2
r39229	NC_011060.3
r39230	NC_011060.4
r39231	NC_001869.0
r39232	NC_001869.1
r39233	NC_001869.2
r39234	NC_001869.3
r39235	NC_001869.4
r39236	NC_002607.0
r39237	NC_002607.1
r39238	NC_002607.2
r39239	NC_002607.3
r39240	NC_002607.4
r39241	NC_002608.0
r39242	NC_002608.1
r39243	NC_002608.2
r39244	NC_002608.3
r39245	NC_002608.4
r39246	NC_011134.0
r39247	NC_011134.1
r39248	NC_011134.2
r39249	NC_011134.3
r39250	NC_011134.4
r39251	NC_010544.0
r39252	NC_010544.1
r39253	NC_010544.2
r39254	NC_010544.3
r39255	NC_010544.4
r39256	NC_010725.0
r39257	NC_010725.1
r39258	NC_010725.2
r39259	NC_010725.3
r39260	NC_010725.4
r39261	NC_010803.0
r39262	NC_010803.1
r39263	NC_010803.2
r39264	NC_010803.3
r39265	NC_010803.4
r39266	NC_009879.0
r39267	NC_009879.1
r39268	NC_009879.2
r39269	NC_009879.3
r39270	NC_009879.4
r39271	NC_009712.0
r39272	NC_009712.1
r39273	NC_009712.2
r39274	NC_009712.3
r39275	NC_009712.4
r39276	NC_009714.0
r39277	NC_009714.1
r39278	NC_009714.2
r39279	NC_009714.3
r39280	NC_009714.4
r39281	NC_009881.0
r39282	NC_009881.1
r39283	NC_009881.2
r39284	NC_009881.3
r39285	NC_009881.4
r39286	NC_009901.0
r39287	NC_009901.1
r39288	NC_009901.2
r39289	NC_009901.3
r39290	NC_009901.4
r39291	NC_009719.0
r39292	NC_009719.1
r39293	NC_009719.2
r39294	NC_009719.3
r39295	NC_009719.4
r39296	NC_009900.0
r39297	NC_009900.1
r39298	NC_009900.2
r39299	NC_009900.3
r39300	NC_009900.4
r39301	NC_009921.0
r39302	NC_009921.1
r39303	NC_009921.2
r39304	NC_009921.3
r39305	NC_009921.4
r39306	NC_009767.0
r39307	NC_009767.1
r39308	NC_009767.2
r39309	NC_009767.3
r39310	NC_009767.4
r39311	NC_009953.0
r39312	NC_009953.1
r39313	NC_009953.2
r39314	NC_009953.3
r39315	NC_009953.4
r39316	NC_009792.0
r39317	NC_009792.1
r39318	NC_009792.2
r39319	NC_009792.3
r39320	NC_009792.4
r39321	NC_009778.0
r39322	NC_009778.1
r39323	NC_009778.2
r39324	NC_009778.3
r39325	NC_009778.4
r39326	NC_009780.0
r39327	NC_009780.1
r39328	NC_009780.2
r39329	NC_009780.3
r39330	NC_009780.4
r39331	NC_009802.0
r39332	NC_009802.1
r39333	NC_009802.2
r39334	NC_009802.3
r39335	NC_009802.4
r39336	NC_009785.0
r39337	NC_009785.1
r39338	NC_009785.2
r39339	NC_009785.3
r39340	NC_009785.4
r39341	NC_007722.0
r39342	NC_007722.1
r39343	NC_007722.2
r39344	NC_007722.3
r39345	NC_007722.4
r39346	NC_007712.0
r39347	NC_007712.1
r39348	NC_007712.2
r39349	NC_007712.3
r39350	NC_007712.4
r39351	NC_007713.0
r39352	NC_007713.1
r39353	NC_007713.2
r39354	NC_007713.3
r39355	NC_007713.4
r39356	NC_002578.0
r39357	NC_002578.1
r39358	NC_002578.2
r39359	NC_002578.3
r39360	NC_002578.4
r39361	NC_002689.0
r39362	NC_002689.1
r39363	NC_002689.2
r39364	NC_002689.3
r39365	NC_002689.4
r39366	NC_004113.0
r39367	NC_004113.1
r39368	NC_004113.2
r39369	NC_004113.3
r39370	NC_004113.4
r39371	NC_000853.0
r39372	NC_000853.1
r39373	NC_000853.2
r39374	NC_000853.3
r39375	NC_000853.4
r39376	NC_007404.0
r39377	NC_007404.1
r39378	NC_007404.2
r39379	NC_007404.3
r39380	NC_007404.4
r39381	NC_007520.0
r39382	NC_007520.1
r39383	NC_007520.2
r39384	NC_007520.3
r39385	NC_007520.4
r39386	NC_007575.0
r39387	NC_007575.1
r39388	NC_007575.2
r39389	NC_007575.3
r39390	NC_007575.4
r39391	NC_002967.0
r39392	NC_002967.1
r39393	NC_002967.2
r39394	NC_002967.3
r39395	NC_002967.4
r39396	NC_004603.0
r39397	NC_004603.1
r39398	NC_004603.2
r39399	NC_004603.3
r39400	NC_004603.4
r39401	NC_004605.0
r39402	NC_004605.1
r39403	NC_004605.2
r39404	NC_004605.3
r39405	NC_004605.4
r39406	NC_004344.0
r39407	NC_004344.1
r39408	NC_004344.2
r39409	NC_004344.3
r39410	NC_004344.4
r39411	NC_006833.0
r39412	NC_006833.1
r39413	NC_006833.2
r39414	NC_006833.3
r39415	NC_006833.4
r39416	NC_002978.0
r39417	NC_002978.1
r39418	NC_002978.2
r39419	NC_002978.3
r39420	NC_002978.4
r39421	NC_005090.0
r39422	NC_005090.1
r39423	NC_005090.2
r39424	NC_005090.3
r39425	NC_005090.4
r39426	NC_003155.0
r39427	NC_003155.1
r39428	NC_003155.2
r39429	NC_003155.3
r39430	NC_003155.4
r39431	NC_004719.0
r39432	NC_004719.1
r39433	NC_004719.2
r39434	NC_004719.3
r39435	NC_004719.4
r39436	NC_003888.0
r39437	NC_003888.1
r39438	NC_003888.2
r39439	NC_003888.3
r39440	NC_003888.4
r39441	NC_003903.0
r39442	NC_003903.1
r39443	NC_003903.2
r39444	NC_003903.3
r39445	NC_003903.4
r39446	NC_007181.0
r39447	NC_007181.1
r39448	NC_007181.2
r39449	NC_007181.3
r39450	NC_007181.4
r39451	NC_002754.0
r39452	NC_002754.1
r39453	NC_002754.2
r39454	NC_002754.3
r39455	NC_002754.4
r39456	NC_003106.0
r39457	NC_003106.1
r39458	NC_003106.2
r39459	NC_003106.3
r39460	NC_003106.4
r39461	NC_006177.0
r39462	NC_006177.1
r39463	NC_006177.2
r39464	NC_006177.3
r39465	NC_006177.4
r39466	NC_007516.0
r39467	NC_007516.1
r39468	NC_007516.2
r39469	NC_007516.3
r39470	NC_007516.4
r39471	NC_007513.0
r39472	NC_007513.1
r39473	NC_007513.2
r39474	NC_007513.3
r39475	NC_007513.4
r39476	NC_007776.0
r39477	NC_007776.1
r39478	NC_007776.2
r39479	NC_007776.3
r39480	NC_007776.4
r39481	NC_007775.0
r39482	NC_007775.1
r39483	NC_007775.2
r39484	NC_007775.3
r39485	NC_007775.4
r39486	NC_002928.0
r39487	NC_002928.1
r39488	NC_002928.2
r39489	NC_002928.3
r39490	NC_002928.4
r39491	NC_007354.0
r39492	NC_007354.1
r39493	NC_007354.2
r39494	NC_007354.3
r39495	NC_007354.4
r39496	NC_004668.0
r39497	NC_004668.1
r39498	NC_004668.2
r39499	NC_004668.3
r39500	NC_004668.4
r39501	NC_004669.0
r39502	NC_004669.1
r39503	NC_004669.2
r39504	NC_004669.3
r39505	NC_004669.4
r39506	NC_004671.0
r39507	NC_004671.1
r39508	NC_004671.2
r39509	NC_004671.3
r39510	NC_004671.4
r39511	NC_004547.0
r39512	NC_004547.1
r39513	NC_004547.2
r39514	NC_004547.3
r39515	NC_004547.4
r39516	NC_003454.0
r39517	NC_003454.1
r39518	NC_003454.2
r39519	NC_003454.3
r39520	NC_003454.4
r39521	NC_006510.0
r39522	NC_006510.1
r39523	NC_006510.2
r39524	NC_006510.3
r39525	NC_006510.4
r39526	NC_010718.0
r39527	NC_010718.1
r39528	NC_010718.2
r39529	NC_010718.3
r39530	NC_010718.4
r39531	NC_010681.0
r39532	NC_010681.1
r39533	NC_010681.2
r39534	NC_010681.3
r39535	NC_010681.4
r39536	NC_010676.0
r39537	NC_010676.1
r39538	NC_010676.2
r39539	NC_010676.3
r39540	NC_010676.4
r39541	NC_010679.0
r39542	NC_010679.1
r39543	NC_010679.2
r39544	NC_010679.3
r39545	NC_010679.4
r39546	NC_010673.0
r39547	NC_010673.1
r39548	NC_010673.2
r39549	NC_010673.3
r39550	NC_010673.4
r39551	NC_011295.0
r39552	NC_011295.1
r39553	NC_011295.2
r39554	NC_011295.3
r39555	NC_011295.4
r39556	NC_006582.0
r39557	NC_006582.1
r39558	NC_006582.2
r39559	NC_006582.3
r39560	NC_006582.4
r39561	NC_009464.0
r39562	NC_009464.1
r39563	NC_009464.2
r39564	NC_009464.3
r39565	NC_009464.4
r39566	NC_008618.0
r39567	NC_008618.1
r39568	NC_008618.2
r39569	NC_008618.3
r39570	NC_008618.4
r39571	NC_007677.0
r39572	NC_007677.1
r39573	NC_007677.2
r39574	NC_007677.3
r39575	NC_007677.4
r39576	NC_003198.0
r39577	NC_003198.1
r39578	NC_003198.2
r39579	NC_003198.3
r39580	NC_003198.4
r39581	NC_003384.0
r39582	NC_003384.1
r39583	NC_003384.2
r39584	NC_003384.3
r39585	NC_003384.4
r39586	NC_003385.0
r39587	NC_003385.1
r39588	NC_003385.2
r39589	NC_003385.3
r39590	NC_003385.4
r39591	NC_003197.0
r39592	NC_003197.1
r39593	NC_003197.2
r39594	NC_003197.3
r39595	NC_003197.4
r39596	NC_003277.0
r39597	NC_003277.1
r39598	NC_003277.2
r39599	NC_003277.3
r39600	NC_003277.4
r39601	NC_004347.0
r39602	NC_004347.1
r39603	NC_004347.2
r39604	NC_004347.3
r39605	NC_004347.4
r39606	NC_004349.0
r39607	NC_004349.1
r39608	NC_004349.2
r39609	NC_004349.3
r39610	NC_004349.4
r39611	NC_007517.0
r39612	NC_007517.1
r39613	NC_007517.2
r39614	NC_007517.3
r39615	NC_007517.4
r39616	NC_002939.0
r39617	NC_002939.1
r39618	NC_002939.2
r39619	NC_002939.3
r39620	NC_002939.4
r39621	NC_005125.0
r39622	NC_005125.1
r39623	NC_005125.2
r39624	NC_005125.3
r39625	NC_005125.4
r39626	NC_006672.0
r39627	NC_006672.1
r39628	NC_006672.2
r39629	NC_006672.3
r39630	NC_006672.4
r39631	NC_006677.0
r39632	NC_006677.1
r39633	NC_006677.2
r39634	NC_006677.3
r39635	NC_006677.4
r39636	NC_002940.0
r39637	NC_002940.1
r39638	NC_002940.2
r39639	NC_002940.3
r39640	NC_002940.4
r39641	NC_007645.0
r39642	NC_007645.1
r39643	NC_007645.2
r39644	NC_007645.3
r39645	NC_007645.4
r39646	NC_006392.0
r39647	NC_006392.1
r39648	NC_006392.2
r39649	NC_006392.3
r39650	NC_006392.4
r39651	NC_006393.0
r39652	NC_006393.1
r39653	NC_006393.2
r39654	NC_006393.3
r39655	NC_006393.4
r39656	NC_006394.0
r39657	NC_006394.1
r39658	NC_006394.2
r39659	NC_006394.3
r39660	NC_006394.4
r39661	NC_006395.0
r39662	NC_006395.1
r39663	NC_006395.2
r39664	NC_006395.3
r39665	NC_006395.4
r39666	NC_006396.0
r39667	NC_006396.1
r39668	NC_006396.2
r39669	NC_006396.3
r39670	NC_006396.4
r39671	NC_006397.0
r39672	NC_006397.1
r39673	NC_006397.2
r39674	NC_006397.3
r39675	NC_006397.4
r39676	NC_004917.0
r39677	NC_004917.1
r39678	NC_004917.2
r39679	NC_004917.3
r39680	NC_004917.4
r39681	NC_006512.0
r39682	NC_006512.1
r39683	NC_006512.2
r39684	NC_006512.3
r39685	NC_006512.4
r39686	NC_006814.0
r39687	NC_006814.1
r39688	NC_006814.2
r39689	NC_006814.3
r39690	NC_006814.4
r39691	NC_005362.0
r39692	NC_005362.1
r39693	NC_005362.2
r39694	NC_005362.3
r39695	NC_005362.4
r39696	NC_004567.0
r39697	NC_004567.1
r39698	NC_004567.2
r39699	NC_004567.3
r39700	NC_004567.4
r39701	NC_007576.0
r39702	NC_007576.1
r39703	NC_007576.2
r39704	NC_007576.3
r39705	NC_007576.4
r39706	NC_003212.0
r39707	NC_003212.1
r39708	NC_003212.2
r39709	NC_003212.3
r39710	NC_003212.4
r39711	NC_003383.0
r39712	NC_003383.1
r39713	NC_003383.2
r39714	NC_003383.3
r39715	NC_003383.4
r39716	NC_002570.0
r39717	NC_002570.1
r39718	NC_002570.2
r39719	NC_002570.3
r39720	NC_002570.4
r39721	NC_000964.0
r39722	NC_000964.1
r39723	NC_000964.2
r39724	NC_000964.3
r39725	NC_000964.4
r39726	NC_004663.0
r39727	NC_004663.1
r39728	NC_004663.2
r39729	NC_004663.3
r39730	NC_004663.4
r39731	NC_005956.0
r39732	NC_005956.1
r39733	NC_005956.2
r39734	NC_005956.3
r39735	NC_005956.4
r39736	NC_005955.0
r39737	NC_005955.1
r39738	NC_005955.2
r39739	NC_005955.3
r39740	NC_005955.4
r39741	NC_005363.0
r39742	NC_005363.1
r39743	NC_005363.2
r39744	NC_005363.3
r39745	NC_005363.4
r39746	NC_002927.0
r39747	NC_002927.1
r39748	NC_002927.2
r39749	NC_002927.3
r39750	NC_002927.4
r39751	NC_005070.0
r39752	NC_005070.1
r39753	NC_005070.2
r39754	NC_005070.3
r39755	NC_005070.4
r39756	NC_000911.0
r39757	NC_000911.1
r39758	NC_000911.2
r39759	NC_000911.3
r39760	NC_000911.4
r39761	NC_005229.0
r39762	NC_005229.1
r39763	NC_005229.2
r39764	NC_005229.3
r39765	NC_005229.4
r39766	NC_005230.0
r39767	NC_005230.1
r39768	NC_005230.2
r39769	NC_005230.3
r39770	NC_005230.4
r39771	NC_005232.0
r39772	NC_005232.1
r39773	NC_005232.2
r39774	NC_005232.3
r39775	NC_005232.4
r39776	NC_003869.0
r39777	NC_003869.1
r39778	NC_003869.2
r39779	NC_003869.3
r39780	NC_003869.4
r39781	NC_006624.0
r39782	NC_006624.1
r39783	NC_006624.2
r39784	NC_006624.3
r39785	NC_006624.4
r39786	NC_007606.0
r39787	NC_007606.1
r39788	NC_007606.2
r39789	NC_007606.3
r39790	NC_007606.4
r39791	NC_007607.0
r39792	NC_007607.1
r39793	NC_007607.2
r39794	NC_007607.3
r39795	NC_007607.4
r39796	NC_007384.0
r39797	NC_007384.1
r39798	NC_007384.2
r39799	NC_007384.3
r39800	NC_007384.4
r39801	NC_007385.0
r39802	NC_007385.1
r39803	NC_007385.2
r39804	NC_007385.3
r39805	NC_007385.4
r39806	NC_003911.0
r39807	NC_003911.1
r39808	NC_003911.2
r39809	NC_003911.3
r39810	NC_003911.4
r39811	NC_006569.0
r39812	NC_006569.1
r39813	NC_006569.2
r39814	NC_006569.3
r39815	NC_006569.4
r39816	NC_003037.0
r39817	NC_003037.1
r39818	NC_003037.2
r39819	NC_003037.3
r39820	NC_003037.4
r39821	NC_003047.0
r39822	NC_003047.1
r39823	NC_003047.2
r39824	NC_003047.3
r39825	NC_003047.4
r39826	NC_003078.0
r39827	NC_003078.1
r39828	NC_003078.2
r39829	NC_003078.3
r39830	NC_003078.4
r39831	NC_007168.0
r39832	NC_007168.1
r39833	NC_007168.2
r39834	NC_007168.3
r39835	NC_007168.4
r39836	NC_008530.0
r39837	NC_008530.1
r39838	NC_008530.2
r39839	NC_008530.3
r39840	NC_008530.4
r39841	NC_008700.0
r39842	NC_008700.1
r39843	NC_008700.2
r39844	NC_008700.3
r39845	NC_008700.4
r39846	NC_008709.0
r39847	NC_008709.1
r39848	NC_008709.2
r39849	NC_008709.3
r39850	NC_008709.4
r39851	NC_008554.0
r39852	NC_008554.1
r39853	NC_008554.2
r39854	NC_008554.3
r39855	NC_008554.4
r39856	NC_008555.0
r39857	NC_008555.1
r39858	NC_008555.2
r39859	NC_008555.3
r39860	NC_008555.4
r39861	NC_008726.0
r39862	NC_008726.1
r39863	NC_008726.2
r39864	NC_008726.3
r39865	NC_008726.4
r39866	NC_008553.0
r39867	NC_008553.1
r39868	NC_008553.2
r39869	NC_008553.3
r39870	NC_008553.4
r39871	NC_008321.0
r39872	NC_008321.1
r39873	NC_008321.2
r39874	NC_008321.3
r39875	NC_008321.4
r39876	NC_008322.0
r39877	NC_008322.1
r39878	NC_008322.2
r39879	NC_008322.3
r39880	NC_008322.4
r39881	NC_008573.0
r39882	NC_008573.1
r39883	NC_008573.2
r39884	NC_008573.3
r39885	NC_008573.4
r39886	NC_008577.0
r39887	NC_008577.1
r39888	NC_008577.2
r39889	NC_008577.3
r39890	NC_008577.4
r39891	NC_008576.0
r39892	NC_008576.1
r39893	NC_008576.2
r39894	NC_008576.3
r39895	NC_008576.4
r39896	NC_010381.0
r39897	NC_010381.1
r39898	NC_010381.2
r39899	NC_010381.3
r39900	NC_010381.4
r39901	NC_010382.0
r39902	NC_010382.1
r39903	NC_010382.2
r39904	NC_010382.3
r39905	NC_010382.4
r39906	NC_009776.0
r39907	NC_009776.1
r39908	NC_009776.2
r39909	NC_009776.3
r39910	NC_009776.4
r39911	NC_008343.0
r39912	NC_008343.1
r39913	NC_008343.2
r39914	NC_008343.3
r39915	NC_008343.4
r39916	NC_008701.0
r39917	NC_008701.1
r39918	NC_008701.2
r39919	NC_008701.3
r39920	NC_008701.4
r39921	NC_008345.0
r39922	NC_008345.1
r39923	NC_008345.2
r39924	NC_008345.3
r39925	NC_008345.4
r39926	NC_008607.0
r39927	NC_008607.1
r39928	NC_008607.2
r39929	NC_008607.3
r39930	NC_008607.4
r39931	NC_008609.0
r39932	NC_008609.1
r39933	NC_008609.2
r39934	NC_008609.3
r39935	NC_008609.4
r39936	NC_008611.0
r39937	NC_008611.1
r39938	NC_008611.2
r39939	NC_008611.3
r39940	NC_008611.4
r39941	NC_009848.0
r39942	NC_009848.1
r39943	NC_009848.2
r39944	NC_009848.3
r39945	NC_009848.4
r39946	NC_009952.0
r39947	NC_009952.1
r39948	NC_009952.2
r39949	NC_009952.3
r39950	NC_009952.4
r39951	NC_009955.0
r39952	NC_009955.1
r39953	NC_009955.2
r39954	NC_009955.3
r39955	NC_009955.4
r39956	NC_009956.0
r39957	NC_009956.1
r39958	NC_009956.2
r39959	NC_009956.3
r39960	NC_009956.4
r39961	NC_009957.0
r39962	NC_009957.1
r39963	NC_009957.2
r39964	NC_009957.3
r39965	NC_009957.4
r39966	NC_009958.0
r39967	NC_009958.1
r39968	NC_009958.2
r39969	NC_009958.3
r39970	NC_009958.4
r39971	NC_009959.0
r39972	NC_009959.1
r39973	NC_009959.2
r39974	NC_009959.3
r39975	NC_009959.4
r39976	NC_009828.0
r39977	NC_009828.1
r39978	NC_009828.2
r39979	NC_009828.3
r39980	NC_009828.4
r39981	NC_010085.0
r39982	NC_010085.1
r39983	NC_010085.2
r39984	NC_010085.3
r39985	NC_010085.4
r39986	NC_010103.0
r39987	NC_010103.1
r39988	NC_010103.2
r39989	NC_010103.3
r39990	NC_010103.4
r39991	NC_010104.0
r39992	NC_010104.1
r39993	NC_010104.2
r39994	NC_010104.3
r39995	NC_010104.4
r39996	NC_010118.0
r39997	NC_010118.1
r39998	NC_010118.2
r39999	NC_010118.3
r40000	NC_010118.4
r40001	NC_007350.0
r40002	NC_007350.1
r40003	NC_007350.2
r40004	NC_007350.3
r40005	NC_007350.4
r40006	NC_004350.0
r40007	NC_004350.1
r40008	NC_004350.2
r40009	NC_004350.3
r40010	NC_004350.4
r40011	NC_007626.0
